Text	Label
Are Sidekick proteins members of the immunoglobulin superfamily?	[0 1 0 0]
Is there a relationship between junctin and ryanodine receptors?	[0 1 0 0]
Have mutations in the ZEB2 gene been found in any human syndrome?	[0 1 0 0]
Is JTV519 (K201) a potential drug for the prevention of arrhythmias?	[0 1 0 0]
Are the Fanconi anemia genes a part of the same signalling pathway?	[0 1 0 0]
Are there clinical trials using stem cells for the treatment of cardiac disease?	[0 1 0 0]
Is DNA methylation an epigenetic modification of chromatin related to gene expression?	[0 1 0 0]
Is Growth factor independence 1b (GFI1B) important for hematopoiesis?	[0 1 0 0]
Has Revlimid been approved by the US Food and Drug Administration?	[0 1 0 0]
Has single guide RNA been used on human cells?	[0 1 0 0]
Is Fibroblast Growth Factor 23 a phosphaturic hormone?	[0 1 0 0]
Is amoxicillin used for treatment of malnutrition in children?	[0 1 0 0]
Is it possible to purify pseudopodia to be used for proteomic analysis?	[0 1 0 0]
Is  farnesoid X receptor (FXR) a nuclear receptor?	[0 1 0 0]
Are DNA helicases involved in progeroid syndromes?	[0 1 0 0]
Is there association of matrix metalloproteinases with behaviour of pituitary adenomas?	[0 1 0 0]
Is Vitamin D deficiency in pregnant women associated with gestational diabetes?	[0 1 0 0]
Does Chromatin Immunoprecipitation (ChIP) show a bias for highly expressed loci?	[0 1 0 0]
Is clathrin involved in E-cadherin endocytosis?	[0 1 0 0]
Is Propofol used for short-term sedation?	[0 1 0 0]
Does splicing occur co-transcriptionally?	[0 1 0 0]
Are there clinical trials on stem cells in multiple sclerosis	[0 1 0 0]
Are piRNAs involved in gene silencing?	[0 1 0 0]
Can RG7112 inhibit MDM2?	[0 1 0 0]
Are there any Decision support systems for chronic pain management ?	[0 1 0 0]
Does amiodarone affect thyroid hormone receptors in the myocardium?	[0 1 0 0]
Does thyroid hormone affect cardiac remodeling?	[0 1 0 0]
Are there any HCV replication inhibitors available?	[0 1 0 0]
Is cocaine use associated with increased risk for intracerebral hemorrhage?	[0 1 0 0]
Is miR-21 related to carcinogenesis?	[0 1 0 0]
Are thyroid hormone receptor alpha1 mutations  implicated in thyroid hormone resistance syndrome?	[0 1 0 0]
Is PLK2 involved in alpha-synuclein phosphorylation in Parkinson disease?	[0 1 0 0]
Is there evidence for somatic mosaicism in Tuberous Sclerosis?	[0 1 0 0]
Is Wnt16b secreted in response to chemotherapy?	[0 1 0 0]
Do DNA double-strand breaks play a causal role in carcinogenesis?	[0 1 0 0]
Do conserved noncoding elements co-occur with matrix-attachment regions?	[0 1 0 0]
Are Drosophila ultraconserved elements candidate ncRNAs?	[0 1 0 0]
Does surgery for ovarian endometriomas improve fertility?	[0 1 0 0]
Are ACTA1 (alpha actin) and NEB (nebulin) genes related to nemaline myopathy?	[0 1 0 0]
Could RG7112 be used as cancer therapy?	[0 1 0 0]
Does thyroid hormone affect cardiac remodeling ?	[0 1 0 0]
Are there currently applications of deep learning in genomics?	[0 1 0 0]
Are CpG islands located close to housekeeping genes?	[0 1 0 0]
Is COL5A2 gene associated to ischemic heart disease?	[0 1 0 0]
Have microRNAs been implicated in pharmacogenomics? 	[0 1 0 0]
Is nicotinamide effective for skin cancer prevention?	[0 1 0 0]
Do Parkinson's disease patients experience stridor?	[0 1 0 0]
Is there an association between serum interleukin-6 concentrations and outcomes of stroke patients?	[0 1 0 0]
Could bioprinting be used in regenerative medicine against bone disease?	[0 1 0 0]
Is macroautophagy a selective degradation process?	[0 1 0 0]
Is there any link between conserved noncoding elements and alternative splicing in vertebrates?	[0 1 0 0]
Is muscle regeneration possible in mdx mice with the use of induced mesenchymal stem cells?	[0 1 0 0]
Is the SDHAF2 gene encoding a protein necessary for flavination of SDHA?	[0 1 0 0]
Can desvenlafaxine be used at a dose of 50mg/day?	[0 1 0 0]
Can ferric carboxymaltose be used to treat anemia in inflammatory bowel disease patients?	[0 1 0 0]
Is there any association of the chromosomal region harboring the gene ITIH3 with schizophrenia?	[0 1 0 0]
Are there interactomes available for POU5F1 and SOX2?	[0 1 0 0]
Is Rheumatoid Arthritis related to myopathy?	[0 1 0 0]
Is EZH2 associated with prostate cancer?	[0 1 0 0]
Is there any cross-talk between the Wnt and the Akt pathways?	[0 1 0 0]
Has the protein GFP been used in transgenesis for live protein imaging?	[0 1 0 0]
Is the Snord116 cluster associated with the Prader-Willi syndrome?	[0 1 0 0]
Is poly (ADP- ribosylation) involved in transcriptional control?	[0 1 0 0]
Is nimodipine recommended for prevention of vasospasm in aneurysmal subarachnoid hemorrhage patients?	[0 1 0 0]
Is lenvatinib effective for thyroid cancer?	[0 1 0 0]
Was tamoxifen tested for treatment of glioma patients?	[0 1 0 0]
Are there any animal models for Niemann-Pick C1 disease?	[0 1 0 0]
Can administration of the thyrotropin releasing hormone reduce fatigue in cancer patients?	[0 1 0 0]
Is curcumin a phytochemical?	[0 1 0 0]
Is Fanconi anemia presented as a genetically and clinically heterogeneous disease entity?	[0 1 0 0]
Is there evidence for de novo genesis of enhancers in vertebrates?	[0 1 0 0]
Is TNNI3K a cardiac-specific protein?	[0 1 0 0]
Is factor XI deficient in Hemophilia C?	[0 1 0 0]
Are EDNRB mutations involved in the development of Hirschsprung disease?	[0 1 0 0]
Can the apoptosis regulator BAX trigger the release of cytochrome c?	[0 1 0 0]
Are optogenetics tools used in the study and treatment of epilepsy?	[0 1 0 0]
Is micro RNA 1 (miR-1) implicated in cardiac arrhythmias?	[0 1 0 0]
Are there Conserved Noncoding Elements (CNEs) in invertebrate genomes?	[0 1 0 0]
Does thyroid hormone signaling affect microRNAs expression in the heart?	[0 1 0 0]
Is there a difference in the rate between gene fusion and gene fission?	[0 1 0 0]
Can cognitive behavioral therapy improve fatigue in cancer patients?	[0 1 0 0]
Is protein Fbw7 a SCF type of E3 ubiquitin ligase?	[0 1 0 0]
Is there increased incidence of incontinence in athletes?	[0 1 0 0]
Are there enhancer RNAs (eRNAs)?	[0 1 0 0]
Are conserved noncoding elements associated with the evolution of animal body plans?	[0 1 0 0]
Are DNA methylation maps applicable to the diagnosis of non-small-cell lung carcinomas?	[0 1 0 0]
Is the protein product of the cylindromatosis gene (CYLD) a deubiquitinating enzyme?	[0 1 0 0]
Has the presence of delayed enhancement been documented in athletes performing strenuous exercise?	[0 1 0 0]
Is triadin involved in cardiac function?	[0 1 0 0]
Is Mammaprint approved by the United States Food and Drug Administration?	[0 1 0 0]
Is HER2 active only when it dimerizes?	[0 1 0 0]
Are microRNA (miR) regulated through DNA methylation of their promoters?	[0 1 0 0]
Does nimotuzumab improve survival of glioblastoma patients?	[0 1 0 0]
Is there a relation between ANP and transcapillary albumin escape?	[0 1 0 0]
Is there an association between c-reactive protein concentrations and outcomes of subarachnoid hemorrhage patients? 	[0 1 0 0]
Can RNASeq be used for the analysis of nascent transcripts?	[0 1 0 0]
Do RNA:DNA hybrids preferentially form in high or low GC regions?	[0 1 0 0]
Are shadow enhancers associated with development?	[0 1 0 0]
Does prudent diet reduce cardiovascular risk?	[0 1 0 0]
Is Crohn's disease (CD) linked to the consumption of refrigerated food?	[0 1 0 0]
Are there Conserved Noncoding Elements (CNEs) in plant genomes?	[0 1 0 0]
Can tetracycline affect tooth formation?	[0 1 0 0]
Could Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT) cause sudden cardiac death?	[0 1 0 0]
Does Apolipoprotein E (ApoE) have anti-inflammatory activity?	[0 1 0 0]
Is c-myc subject to regulation by the circadian clock?	[0 1 0 0]
is there an increase in ultrasound comets after intense exercise?	[0 1 0 0]
Can cffDNA be used for non-invasive testing?	[0 1 0 0]
Is the UGT1A1*28 polymorphism associated with irinotecan response in Caucasians?	[0 1 0 0]
Do U6-associated proteins Lsm4 and Lsm6 interact with SMN?	[0 1 0 0]
Is arimoclomol a co-inducer of the heat shock response?	[0 1 0 0]
Has silicon been used in treatment of  incontinence ?	[0 1 0 0]
Does triiodothyronine (T3) has cardiac angiogenic effects?	[0 1 0 0]
Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?	[0 1 0 0]
Are BRAF mutations common in melanoma?	[0 1 0 0]
Is it possible to determine the proteome of a formalin fixed and paraffin embedded  (FFPE) tissue?	[0 1 0 0]
Is aganglionic megacolon a feature of Down syndrome?	[0 1 0 0]
Does HuR protein regulate the splicing process?	[0 1 0 0]
Is Titin the largest single protein molecule found in Nature?	[0 1 0 0]
Can clonidine be used to reduce agitation in children.	[0 1 0 0]
Does ventriculoperitoneal shunt improve normal pressure hydrocephalus?	[0 1 0 0]
Does Serca2a bind PLN in the heart?	[0 1 0 0]
Is there any role for long noncoding RNAs in adipogenesis?	[0 1 0 0]
Is there any research that relates the function of Notch Signaling with Alzheimer Disease?	[0 1 0 0]
Was modafinil tested for schizophrenia treatment?	[0 1 0 0]
Is depression associated with poor prognosis of brain tumor patients?	[0 1 0 0]
Have germline variants been associated to colorectal cancer?	[0 1 0 0]
Can Alzheimer's disease related miRNAs be detected in patients' blood?	[0 1 0 0]
Is it possible to visualize subtahalamic nucleus by using transcranial ultrasound?	[0 1 0 0]
Do thyroid hormone receptors change after brain injury?	[0 1 0 0]
Is thrombophilia related to increased risk of miscarriage?	[0 1 0 0]
Does nifedipine inhibit L-type calcium channels?	[0 1 0 0]
Is there any data to suggest that TRH (thyrotropin releasing hormone) administration can improve symptom severity of amyotrophic lateral sclerosis patients?	[0 1 0 0]
Can siRNA affect response to afatinib treatment?	[0 1 0 0]
Is there an association between presenteeism and depression?	[0 1 0 0]
Is selumetinib effective in thyroid cancer?	[0 1 0 0]
Are immune cells affected in Amyotrophic Lateral Sclerosis?	[0 1 0 0]
Are OATP1B1 and OATP1B3 associated with bilirubin transport?	[0 1 0 0]
Is there a mouse model for Fanconi anemia?	[0 1 0 0]
Could Hyperthermic intraperitoneal chemotherapy (HIPEC) be effective for the treatment of recurrent ovarian cancer?	[0 1 0 0]
Is Rac1 involved in cancer cell invasion?	[0 1 0 0]
Is the gene SLC6A2 associated with orthostatic intolerance?	[0 1 0 0]
Can we use platelet biomarkers to study Alzheimer's disease?	[0 1 0 0]
Is CHEK2 involved in cell cycle control?	[0 1 0 0]
Are the proteins Erbin (LAP2) and Merlin cooperating?	[0 1 0 0]
Is abdominal pain a common symptom in autism?	[0 1 0 0]
Are cyclophilins ubiquitously expressed?	[0 1 0 0]
Does low T3 negatively affect prognosis of patients after cardiac surgery?	[0 1 0 0]
Does neuroglobin has neuroprotective properties in the setting of traumatic brain injury?	[0 1 0 0]
"Does the concentration of protein HIF-1α increase after the administration of the cytoprotective prodrug""amifostine"" (ethyol) ?"	[0 1 0 0]
Do Conserved noncoding elements act as enhancers?	[0 1 0 0]
Can the iPS cell technology be used in Fanconi anemia therapy?	[0 1 0 0]
Can Preimplantation Genetic Diagnosis (PGD) be used for gender selection?	[0 1 0 0]
Has proteomics been used in the study of the dry eye syndrome?	[0 1 0 0]
Is Tuberous Sclerosis a genetic disease?	[0 1 0 0]
Does TRIM37 gene mutation causes Mulibrey nanism?	[0 1 0 0]
Have thyronamines effects on fat tissue?	[0 1 0 0]
Is there any protein that undergoes both mono-ubiquitination and poly-ubiquitination?	[0 1 0 0]
Are pseudogenes enriched with housekeeping protein families?	[0 1 0 0]
Is physical performance influenced by thyroid hormone metabolism?	[0 1 0 0]
Do plant genomes contain CpG islands?	[0 1 0 0]
Are high-flow nasal cannulae effective for treatment of preterm infants?	[0 1 0 0]
Does triiodothyronine play a regulatory role in insulin secretion from pancreas?	[0 1 0 0]
Is the Histidine-Rich Calcium Binding protein (HRC) related to arrhythmias and cardiac disease?	[0 1 0 0]
Can adult humans be induced to produce fetal hemoglobin?	[0 1 0 0]
Is Turcot syndrome associated with glioblastoma?	[0 1 0 0]
Is Calcium/Calmodulin dependent protein kinase II (CaMKII) involved in cardiac arrhythmias and heart failure?	[0 1 0 0]
Does SCRIB deregulation promote cancer?	[0 1 0 0]
Are ultraconserved elements depleted among copy number variants (CNVs)?	[0 1 0 0]
Is the microRNA 132 (miR-132) involved in brain pathologies?	[0 1 0 0]
Does cucumber lower blood sugar in diabetics?	[0 1 0 0]
Are Notch mutations related to T-cell Acute Lymphoblastic Leukemia (T-ALL)?	[0 1 0 0]
Is the protein FAK (Focal Adhesion Kinase) phosphorylated?	[0 1 0 0]
Does ghrelin play a role in ischemic stroke?	[0 1 0 0]
Is LPS a microbial product?	[0 1 0 0]
Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?	[0 1 0 0]
Is Achondroplasia associated with hearing loss?	[0 1 0 0]
Is the JNK pathway activated during liver regeneration?	[0 1 0 0]
Is STAT3 transcription factor regulated by mTORC1?	[0 1 0 0]
Is calcium overload involved in the development of diabetic cardiomyopathy?	[0 1 0 0]
Is RIP1 (RIP-1) part of the necrosome?	[0 1 0 0]
Is the protein KCNQ2 associated with idiopathic epilepsy?	[0 1 0 0]
Can RNAPolII function as an RNA-dependent RNA-polymerase?	[0 1 0 0]
Does the Oncotype DX test work with paraffin embedded tissues?	[0 1 0 0]
Is the PTPN22 gene a biomarker for Rheumatoid Arthritis?	[0 1 0 0]
Is marijuana use associated with increased risk for stroke?	[0 1 0 0]
Does fibronectin constitute a serum biomarker for Duchenne muscular dystrophy?	[0 1 0 0]
Are mutations in the STXBP1 gene associated with epilepsy?	[0 1 0 0]
Is mitofusin 2 a receptor for parkin?	[0 1 0 0]
Is there a relationship between thyroid hormone altered metabolism and coronary artery disease?	[0 1 0 0]
Are microtubules marked by glutamylation?	[0 1 0 0]
Is synapsin a phosphoprotein?	[0 1 0 0]
Is Thalidomide currently a marketed drug?	[0 1 0 0]
Could BRCA gene test used for breast and ovarian cancer risk?	[0 1 0 0]
Has Glucose-6-phosphate dehydrogenase (G6PD) deficiency an X-linked inheritance?	[0 1 0 0]
Is ocrelizumab effective for treatment of multiple sclerosis?	[0 1 0 0]
Is there a role of regorafenib for sarcoma treatment?	[0 1 0 0]
Is exon skipping correlated with exon circularization?	[0 1 0 0]
Does Vitamin D induce  autophagy?	[0 1 0 0]
Is RASA2 involved in melanoma?	[0 1 0 0]
Is SUMOylation a post-translational modification in eukaryotes?	[0 1 0 0]
Is Annexin V an apoptotic marker?	[0 1 0 0]
Is the protein lefty an inhibitor of nodal?	[0 1 0 0]
Is Migalastat used for treatment of Fabry Disease?	[0 1 0 0]
Do statins cause diabetes?	[0 1 0 0]
Are deletions of chromosomal regulatory boundaries associated with congenital disease?	[0 1 0 0]
Can the Micro-C XL method achieve mononucleosome resolution?	[0 1 0 0]
Can Diabetes be caused by a defect in a potassium chanel?	[0 1 0 0]
Is rucaparib used for ovarian cancer treatment?	[0 1 0 0]
Could hypophosphatemic rickets cause craniosynostosis?	[0 1 0 0]
Is vortioxetine effective for treatment of depression?	[0 1 0 0]
Can beans induce apoptosis?	[0 1 0 0]
Is treatment resistant depression related to vitamin B9?	[0 1 0 0]
Is adalimumab effective for hidradenitis suppurativa?	[0 1 0 0]
Can NEECHAM Confusion Scale be used for evaluation of postoperative delirium?	[0 1 0 0]
